ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L;Price;Stars/5;#ratings;Reviews;Description
0385472951;The Partner;John Grisham;1997;Doubleday Books;http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg;₹150.00;4.6;572;['The writer has excellently portrayed the emotions of each character. And an honest friend is a rare thing.Thank you for this ideal example of a perfect partner Mr. V P Kale.', 'Book is good butPoor service by distributor. Got book in damaged condition', 'Superb book very heart touching story!'];"By what name should I call you? 'Partner'; actually we have no name; the name which we display as our own is given to the body, not to the soul. A young lady is like a cool breeze; which lingers around us, touches us, gives us pleasure but which cannot be hold. What is hell? It is the company of a third person when most undesired. Just remember friend, because you need me, I too need you. As you write more and more personal, it becomes more and more universal.  Read more"
0394574745;All the Pretty Horses (Border Trilogy, Vol 1);Cormac McCarthy;1992;Alfred A. Knopf;http://images.amazon.com/images/P/0394574745.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0394574745.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394574745.01.LZZZZZZZ.jpg;₹374.00;4.5;2,143;"['The book is delightful to read. I loved the language, which is beautiful and spoken in that part of the world. Sprinkling of Spanish in short dialogues in icing on the cake. (I had to keep google translate handy). The book increased my vocabulary. I learned quite a few things about the horses and life on the ranch. The author\'s description of the landscape is vivid and mesmerizing. The pace of the story is somewhat slow, but that\'s a small thing. There are many wonderful passages in the book, but my favorite is....""He lay listening to the horse crop the grass at his stakerope and he listened to the wind in the emptiness and watched stars trace the arc of the hemisphere and die in the darkness at the edge of the world and as he lay there the agony in his heart was like a stake. He imagined the pain of the world to be some formless parasitic being seeking out the warmth of human souls wherein to incubate and he thought he knew what made one liable to its visitations. What he had not known was that it was mindless and so had no way to know the limits of those souls and what he feared was that there might be no limits.""Highly recommended.', 'Beautifully written. Looking forward to reading the next two books in the trilogy.', 'Bought for my daughter summer reading .']";"A uniquely brilliant book . . . told in language as subtly beautiful as its desert setting. One of the most important pieces of American writing of our time' Stephen Amidon, Sunday Times John Grady Cole is the last bewildered survivor of long generations of Texas ranchers. Finding himself cut off from the only life he has ever wanted, he sets out for Mexico with his friend Lacey Rawlins. Befriending a third boy on the way, they find a country beyond their imagining: barren and beautiful, rugged yet cruelly civilized; a place where dreams are paid for in blood. All"
1563899388;Death: At Death's Door (Vertigo, Number 1);Jill Thompson;2003;DC Comics;http://images.amazon.com/images/P/1563899388.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1563899388.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1563899388.01.LZZZZZZZ.jpg;₹3,739.11;4.4;33;"['This is the first time that a largely negative set of reviews on Amazon has enticed me to buy a book! Here\'s the reason:One thing I love about The Sandman is the variety of artists and styles used in the series. I was intrigued to look at what a Sandman story would look like if done in the Manga / superdeformed style, and even though this is not a Neil Gaiman original story, it is based upon Season of Mists, so does have a grounding of, dare I call it, osmotic authenticity. I had a feeling that there was probably something good or at least fun here, and that anyone not familiar with the Manga world (okay, I\'m not an expert, but I\'ve read ""Death Note"") might totally misinterpret it merely by not knowing the `rules\'.I think many people probably instantly hated this book because they were looking at it in completely the wrong way. The marketing of this as a Death story doesn\'t help that. When I started reading it, I very quickly realised that if you take the title on face value - ""Death: At Death\'s Door"" - you\'ll start telling yourself that `Death wouldn\'t act like this\'. But read onwards, and you come to realise that this isn\'t just a story of Death through a Manga lens, it is a story featuring Death as seen by Delirium, who is very much involved with the story. Read this book as ""Delirium: At Death\'s Door"", viewing it as her recollection of what happened, and you\'ll realise that this is a lot closer to being an authentic Sandman story than many might at first assume.That aside, and commenting just on the story, I enjoyed it a lot. It\'s great fun, though arguably the silliness goes on for a little too long, and seeing key scenes from Season Of Mists told in a different way was just as much fun as reading a new story. I have to thank those who gave it negative reviews as, ironically, if the reviews had been overwhelmingly positive I would not have bought it, telling myself that I already had enough with the Absolute editions, Endless Nights and Dream Hunters, without starting on any of the spin-offs that Neil Gaiman didn\'t directly have a hand in. As Desire would smirk to hear me say, I\'m glad I crossed that threshold.', ""This volume runs concurrent with\xa0\nThe Sandman Vol. 4: Season of Mists (New Edition)\n\xa0and contains more spoilers for that book than actual plot of its own.  If you read this first you'll regret it; a lot.  It contains cutesy manga versions of the Endless.  The best of these, and the one that would be hard to fail at, is Delirium.  The kooky young muddled-up persona is perfect for this kind of story.  She needs her own series, and an animation.Jill Thompson's lines are wonderful, and her understanding of the regular/chibi forms at the correct times can't be faulted.  It feels like Sandman fan-fic written by someone that has got the blessing of the creator.  The humour relies on the fish out of water scenario, which is fine for this kind of thing.  What isn't fine is the characterisation, and unless you embrace that side of it you'll put the book down unfinished.  Besides Delirium, the other main characters are nothing like their Gaiman penned versions (except when they're using his words).  It doesn't really go anywhere structurally, there is no progression of character but it's a fun aside to the main series.  For a younger reader it may hold the attention more."", 'Bought as a gift']";"Written by Jill Thompson; Art and Cover by Thompson A manga digest, printed in black, white, and gray tones, featuring appearances by Sandman and all his siblings. In an original story that parallels the events of SANDMAN: SEASON OF MIST, the minions of Hell end up in Death's apartment. Sisters Delirium and Despair decide to throw a party for the dead ― which quickly gets out of control. It's up to Dream's older sister Death to figure out how to save the day and the afterlife...not to mention the carpet.  Read more"
0439221706;Avalon: Web Of Magic #5: Spellsinger;Rachel Roberts;2002;Scholastic Paperbacks;http://images.amazon.com/images/P/0439221706.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439221706.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439221706.01.LZZZZZZZ.jpg;₹896.00;4.8;21;"['This book was delivered quickly and safely and I was so excited to finish the beloved series from my teens. And I especially liked the added stuff in the back and the added illustrations.', ""This novel series is awesome so for. I think my favorite character is Adriane because she has a dark side to her even though she's one of the good guys."", 'Purchased the Avalon: Web of Magic books series directly from Amazon for my daughter and she loves the books.  They arrived promptly and in mint condition.  Highly recommend both the seller and the product.']";Emily's dad wants her to visit him at his ranch in New Mexico. Emily convinces Kara and Adriane to accompany her. On the way the girls discover a herd of baby unicorns which they must hide from an evil hunter before its too late.  Read more
0375704027;Norwegian Wood (Vintage International Original);Haruki Murakami;2000;Vintage Books USA;http://images.amazon.com/images/P/0375704027.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375704027.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375704027.01.LZZZZZZZ.jpg;₹440.00;4.5;9,693;['This book is made up of a bunch of characters exhibiting with fiction, the aspects of relationship.Note this has a very high level of adult content.', 'Great book.', 'The only reason that I didn’t go for five complete stars for this book is that, I still don’t know how I’m supposed to feel about it. There’s obviously this lingering feeling of satisfaction of having read it, but to be honest I don’t know whether I’ve enjoyed reading it or is it the other way round. I remember times, when I found it extremely difficult to relate with the characters of the book, and at others I could almost imagine myself being in their shoes. Although being from the same age group as that of the characters mentioned in the book, at times their emotions and their actions seemed foreign to me. The author is exceptionally unorthodox for having set up a backdrop and characters of the rebellious kind, in the era of the sixties. It certainly does give a vivid picture of Tokyo in the sixties. Naoko who was romantically involved with Toru, felt relatable at times. There were times, when the complications of Naoko’s Thoughts were so beautifully penned by the author, that I almost felt her pain. But, at the same time there were moments when Naoko seemed as distant to me, as did Toru. I would say the most flabbergasting character of the book is Midori. That character pulls off things which at times May become unfathomable to the human mind-and honestly, I tried hard to imagine that what Murakami must’ve had in mind while building up this character of Midori, but I failed miserably. She’s a rebel for certain, having born to middle class parents who wanted her to fulfill their unfulfilled aspirations ( we feel her right!! Our story is the same), and hence she has grievances against this society and her parents too which she expresses by getting things done perfectly, without leaving any scope for complaining. But there are times when her behaviour mat seem disturbing to the reader, but we cant really complain, because she seems to be the only character in the book, who is not terminally depressed inspite of having an ailing father to look after and her mother’s death to deal with. The protagonist may seem lust- driven to a few (for me he certainly was), or to be fair to the author, maybe had I been through what he had been through, i would’ve liked to fill that void using physical relationships without any commitments — or , would I ?! As I already wrote, it is confusing to determine. But what the book deftly does, is it blurs the lines between right and wrong and makes everything situational. It has a lot of philosophy in it, or atleast I felt so after reading it, it did certainly make an impact on me and I ended up thinking about it and the characters for days after k had finished reading it, but I realised that after a point in the story, there was a certain feeling of urgency within me to complete the book ASAP , and I don’t really know why that happened!!I would like to conclude by saying that, its definitely worth a read once, but I don’t whether you would want to read it for a second time. Murakami has a beautiful yet simple way of narration, and when I finished reading I was filled with a sweet sadness, something similar to what we feel while bidding goodbye to an old friend.'];"Read the haunting love story that turned Murakami into a literary superstar. When he hears her favourite Beatles song, Toru Watanabe recalls his first love Naoko, the girlfriend of his best friend Kizuki. Immediately he is transported back almost twenty years to his student days in Tokyo, adrift in a world of uneasy friendships, casual sex, passion, loss and desire - to a time when an impetuous young woman called Midori marches into his life and he has to choose between the future and the past. 'Evocative, entertaining, sexy and funny; but then Murakami is one of the best writers"
0440216842;The Carousel;Belva Plain;1998;Dell;http://images.amazon.com/images/P/0440216842.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440216842.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg;₹1,056.00;4.7;363;"['A must for your Mad Men Addiction.', 'This is a wonderful companion to a classic series, with every episode from Mad Men written about and analysed in a highly engaging and readable style. Seitz includes, amongst other things, memorable quotes, historical context and themes present within the episodes.Mad Men Carousel: The Complete Critical Companion is a superb addition to the Mad Men series and I would highly recommend it if you enjoy the show like I do.I hope you find my review helpful.', ""Love it, gives a good write-up of every episode, extensive notes and doesn't hold back with criticism either. Currently watching the whole series for the third time, probably the best TV programme ever made.""]";Mad Men Carousel is an episode-by-episode guide to all seven seasons of AMC's Mad Men. This book collects TV and movie critic Matt Zoller Seitz’s celebrated Mad Men recaps―as featured on New York magazine's Vulture blog―for the first time, including never-before-published essays on the show’s first three seasons. Seitz’s writing digs deep into the show’s themes, performances, and filmmaking, examining complex and sometimes confounding aspects of the series. The complete series―all seven seasons and ninety-two episodes―is covered.   Each episode review also includes brief explanations of locations, events, consumer products, and scientific advancements that are important to the characters, such as P.J. Clarke’s restaurant and
0345418018;The World According to Garp (Ballantine Reader's Circle);John Irving;1997;Ballantine Books;http://images.amazon.com/images/P/0345418018.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345418018.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345418018.01.LZZZZZZZ.jpg;₹3,324.00;4.5;1,334;"[""Haven't finished the book yet, but it's been a fantastic read so far, something that you want to continue and not put down. The feminist base is strong and the way Irwin writes is pretty interesting, with just enough visual imagination."", 'Among the best works of Irving. Book quality was okay, I had bought a used book so.', 'One of the Must Read Books....Super Delivery...!!!']";"This is the life and times of T. S. Garp, the bastard son of Jenny Fields, a feminist leader ahead of her time. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes, even of sexual assassinations. It is a novel rich with lunacy and sorrow, yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries–with more than ten million copies in print–this novel provides almost cheerful, even hilarious evidence of its"
0140253602;Felicia's Journey;William Trevor;1996;Penguin Books;http://images.amazon.com/images/P/0140253602.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140253602.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140253602.01.LZZZZZZZ.jpg;₹1,234.00;4.2;160;"[""This is an author who I had not come across before but very much hope to read again. Straightaway, there is something in this writing that connects you to Felicia's story. She has travelled from Ireland, as a pregnant young girl, to look for the father and meets Mr Hildred, a rather strange man in his forties.The writing is superb, no unnecessary words are ever used and ever word seems to have been chosen to have a very specific purpose. All the time there is the impression of more going on under the surface than is said - what a gift!! The book should be read slowly so that every nuance can be appreciated.It's also quite stunning that the observational qualities of the descriptions are quite breath taking. I can only imagine that the author must have waked around and around the streets looking for every small detail to be able to find the uniqueness yet, at the same time, banality. Whilst there are many sections to praise, of particular note are the dreams that Felicia has where she shows the torment running through her.Towards the end I felt that the confusion of Mr Hildred became overpowering and took away slightly from Felicia's fate but I could not put it down, finding that even 15 pages from the end I still had no idea what was going to happen and actually wasn't really sure what had happened anyway. It is unsettling reading a book like this as it does have a plot which could easily be adapted to a thriller or crime novel but William Trevor resists that route, deciding to stay with a thoughtful and sinister novel."", 'This is an unusual take on a not uncommon theme, creepy but in a realistic way. The ending is not ambiguous but whether it is happy or sad is very much a matter of opinion, as proved by the book group I belong to.  The quality of writing is extremely high.', ""Very good copy of Felicia's Journey. I read it at once. It was a horrifying, all too plausible story.  The late, great William Trevor was on fine form here (1994).  A film was made of this novel, unsurprisingly, not so much because of the young woman Felicia, I suspect , but because of the grotesque figure of Mr Hilditch, a monster who happily meets the end he deserves. Thank you very much.""]";‘You’re beautiful,’ Johnny told her and so, full of hope, seventeen-year-old Felicia crosses the Irish Sea to England to find her lover and tell him she is pregnant. Desperately searching for Johnny in the bleak post-industrial Midlands, she is, instead, found by Mr Hilditch, a strange and lonely man, a collector and befriender of homeless young girls… William Trevor’s tightly woven psychological thriller won the 1994 Whitbread Book of the Year Award and the Sunday Express Book of the Year Award. Susan Hill described it as, ‘A masterpiece. You read and are dazzled. It has one of the most memorable
0440215625;Dragonfly in Amber;DIANA GABALDON;1993;Dell;http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg;₹450.00;4.7;20,247;"['At the end of the first book in the series, we bid goodbye to the lovely couple, the Frasers. We last saw them in a happy, content place – Claire had successfully rescued Jamie from Black Jack Randall’s torture and they were left in a state of bliss after realizing the impending news of their first child. So when I began ‘Dragonfly in Amber’ I assumed that I would return to the unshakable partnership of Jamie and Claire in 18th century France and their plans to rewrite history to prevent the Battle of Culloden and the 1745 Jacobite rising.Ah one would only think so, Diana Gabaldon sure knows how to surprise and engage here readers, the master of writing that she is, and instead we are immediately thrust headlong into Inverness in 1968. A Widowed Claire is there with her grown daughter Brianna, and Roger whom we met as a wee lad in book 1. From then on the readers are taken on an amazing journey for love and strength, endurance and adventure, perseverance and determination. Ranging from the palaces of Versailles, to the sweeping Scottish Highlands to the bloody Culloden battlefield, we get to travel with Claire and Jamie and their inspiring journey of love. We meet Brianna, Roger, wee Fergus and a host of new character like Bonnie Prince Charlie, Comte St.Germain, Louise de La Tour, Mary Hawkins, Alex Randall, King Louis XV, amongst others. Dragonfly in Amber ends in a stunning climax that leaves you shaken and stirred and panting for more!!!Lovely quotes from the novel:“You can tell much about what was, only from what is left.”“Hello, I said softly, one hand over the butterfly wings that beat inside me.”“But for the hours of the night, I was helpless, powerless to move as a dragonfly in amber.”“There are ways of killing other than with a knife or a gun, and there are things worse than physical death.”“I don’t know whether the pursuit of an honorable cause justified the use of dishonorable means.”“Healing comes from the healed; not from the physician.”', 'Words wont do justice to this epic of a story. It takes your breath away, the characters, places, the story itself are etched so well that had it all been true, it couldnt have been more detailed and true to itself', ""Diana Gabaldon is master in story-telling.. A very compelling read, in which you'll feel all kinds of emotions there are in the world. If you started reading this novel, don't waste time and order Voyager novel.. because after you're finished with this, you can't wait for a second to start and read Voyager..""]";NOW THE STARZ ORIGINAL SERIES OUTLANDER   With her classic novel Outlander, Diana Gabaldon introduced two unforgettable characters—Claire Randall and Jamie Fraser—delighting readers with a story of adventure and love that spanned two centuries. Now Gabaldon returns to that extraordinary time and place in this vivid, powerful sequel to Outlander.   DRAGONFLY IN AMBER  For twenty years, Claire Randall has kept her secrets. But now she is returning with her grown daughter to the mysteries of Scotland’s mist-shrouded Highlands.   Here Claire plans to reveal a truth as shocking as the events that gave it birth: the secret of an
0877733759;Writing Down the Bones;NATALIE GOLDBERG;1986;Shambhala;http://images.amazon.com/images/P/0877733759.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0877733759.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0877733759.01.LZZZZZZZ.jpg;₹1,198.00;4.6;1,547;"[""I can't say I remember much of 'Writing Down The Bones.'Maybe it's because I've read too many books that approach the craft of writing from a sensuous angle.Natalie Goldberg merges the act with meditative principles.It's why this book reads as though it were written in a stream-of-consciousness way and edited only to polish that hot-metal freshness.Maybe it's because I have a bias for story structures & narratives. And this book has none of that. There's very little drama. There's very little redemption, heartbreak & triumph, or any of the usual devices found in novels.But what this book captures is Natalie's love for the written word. Reading it, you can feel her conviction - that despite the difficulties in pursuing one's voice, the pursuit in and of itself is of sublime fulfillment.And frankly, sometimes we just need to be an audience to someone speaking about how much they love someone or something.The world needs more of that."", ""A fantastic read for those into creative writing.I got this book when I was just about to start a writing course. As a journalist, academic writer, copywriter, I had dabbled in different forms of writing and found that creative writing is a different ballgame altogether. I had just started this Becoming a Writer Course and was required to read Dorothea Brande. The course allowed me to meet myself as a writer and demanded us to develop skills to become one.In terms of good books on writing, Natalie Goldberg and Brande talked of about in the same breadth. So while buying Brande, I procured a copy of Goldberg as well and found practical ideas that got me to open my notebook and start scribbling.It is said that nothing will teach you writing better than getting down to writing. But I have found, that dipping into this book now and again, has given me insight and many answers to queries about writing per se.Gist:Goldberg analyses the craft and the whole mindset of writing - how to write and what to write. In short succinct chapters, Goldberg de constructs the myth of writing and talks us through the process with her no nonsense approach.What works:If you are a writer who has dabbled in creative writing and worked towards constructing a story, then this book is great. It is great, inspirational and the book really talks to you.It also addresses various issues like where to write and when to write.It allows you to forget the world, inhibitions and get your thoughts on paper. It makes you take yourself seriously as a writer even if what you are writing at the moment is rubbish!I like to consult it when I am in the middle of writing a piece and find it boosts my morale and gives me direction in terms of writing.It was a book written in the 70s but it holds true even today. It is this element that makes this book timeless to me - a classic.What doesn't:If you are thinking of becoming a writer and are looking for inspiration, then it is nothing but a good read.But if you want to make it work for you, get down to writing and this book will help you get there!"", ""Things I like- Gives you a lot of topic to write- Try to connect every aspect of your life with writingDidn't Like- Didn't like how the book is structured, the author is jumping around- The philosophy will not work for content creatorsPersonally I will not recommend this book""]";"The all-time best-selling writer's handbook turns thirty.With insight, humor, and practicality, Natalie Goldberg inspires writers and would-be writers to take the leap into writing skillfully and creatively. She offers suggestions, encouragement, and solid advice on many aspects of the writer's craft: on writing from ""first thoughts"" (keep your hand moving, don't cross out, just get it on paper), on listening (writing is ninety percent listening; the deeper you listen, the better you write), on using verbs (verbs provide the energy of the sentence), on overcoming doubts (doubt is torture; don't listen to it)—even on choosing a restaurant in which to"
0140070206;Ironweed;William J. Kennedy;1989;Penguin Books;http://images.amazon.com/images/P/0140070206.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140070206.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140070206.01.LZZZZZZZ.jpg;₹1,271.00;4.3;177;['A book that perfectly encapsulates the seedier side of depression era Americana. I thoroughly enjoyed every moment spent with the bums, misfits, and dowtrodden, beautiful souls it portrays 👍', 'excellent', 'Arrived in good time  also good quality book  very pleased. ...'];Winner of The Pulitzer Prize and the National Book Critics Circle Award for FictionIn this Pulitzer Prize-winning novel, the third in Kennedy’s Albany cycle, Francis Phelan, ex-ballplayer, part-time gravedigger, and full-time bum with the gift of gab, has hit bottom. Years earlier he’d left Albany after he dropped his infant son accidentally, and the boy died.  Now, in 1938, Francis is back in town, roaming the old familiar streets with his hobo pal, Helen, trying to make peace with the ghosts of the past and present.  Read more
0786884622;World of Pies : A Novel;Karen Stolz;2001;Hyperion;http://images.amazon.com/images/P/0786884622.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0786884622.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786884622.01.LZZZZZZZ.jpg;₹1,875.00;4.2;10;"['I live in a small town, one not unlike that in this story, and this novel really resonated with me.  Not only are the characters real, breathing people that leap off the page, but the town they live in is a character too.What particularly struck me about this novel in stories was how each ""view"" over the years built on the previous.  It was a clever way of showing us how America itself has changed as the lives of the people populating the town evolve too.  I would compare this book to Lee Smith\'s ORAL HISTORY, where each story mirrored the changes in American society.  As our storytelling methods changed, so did the people who told the stories.Similarly as WORLD OF PIES begins in pre-Vietnam smalltown Texas, then carries us through the war (I was particularly moved by the main character\'s relationship with her cousin who comes home a broken version of the boy she idolized), we see the town change too.A beautiful, moving novel that I would put on a list of all-time favorites.', ""This reads like a first effort although I don't know if it is.  I did not enjoy it as much as anticipated, mostly due to writing being less developed.Anyone less critical of writing style, who enjoys a sentimental story about a girl growing up in a small town, will enjoy this book."", 'Fun book']";Finally in paperback!In this remarkable debut work from author Karen Stolz, readers follow the arc of a girl's life as she grows to womanhood. From crushes to surprise baby sisters to nail polish to a devastating death, Roxanne is our guide through a life that has moments of tenderness, poignancy, sorrow, and great humor, as well as some wonderful baking memories. A sumptuous novel -- though like the best pie, tart in all the right places.  Read more
0312421001;I Thought My Father Was God: And Other True Tales from NPR's National Story Project;Paul Auster;2002;Picador;http://images.amazon.com/images/P/0312421001.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312421001.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312421001.01.LZZZZZZZ.jpg;₹95.00;4.5;13,055;"['What a sweet little novella! A tale of attachment, jealousy, greed, remorse and forgiveness.Ruskin Bond gives the readers a cute and short story about a little girl named Binya and her blue umbrella.Binya is fated to discover blue umbrella when few adults have a picnic. As soon as she saw the umbrella, her interest on it was piqued and she must have it. She gives up leopard claw pendant for this.Soon, wherever Binya goes, the umbrella is seen too.This attracts a lot of admiration and jealousy from the villagers.Ram Bharosa, a tea shop owner near the bus stand is one among the villagers who is also attracted to the umbrella.Soon his wanting turns into greed and before anything else, he has set his mind to steal it from Binya when another kid volunteers to bring it to him for three rupees.Read on to find what happens.', 'There are many pages unprint', ""I bought it for ₹43.2 in 2019 through coupon discount. It has never been seen that low. It's fine according to that price but does not justify 70 and above rupees. Better to download a pdf and read unless you want to gift it to someone or want it in collection for your future generations to read.""]";?The Umbrella was like a flower, a great blue flower that had sprung up on the dry brown hillside.'In exchange for her lucky leopard's claw pendant, Binya acquires a beautiful blue umbrella that makes her the envy of everyone in her village, especially Ram Bharosa, the shop-keeper. Ruskin Bond's short and humorous novella, set in the picturesque hills of Garhwal, perfectly captures life in a village, where both heroism and redemption can be found.  Read more
0394557433;Gift From The Sea;Anne Morrow Lindbergh;1986;Pantheon Books;http://images.amazon.com/images/P/0394557433.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0394557433.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394557433.01.LZZZZZZZ.jpg;₹847.00;4.6;3,228;"['This is a classic recommended by many.Loved it.Some may find it slow, though.No instant cure here. If you like meditative writing, this is recommended.', ""Makes you rethink the pace, priorities and the space in his life, its amazing how the author 's voice speaks to me accross generations and decades for wisdom never gets old"", ""A series of essays, really about how to be a woman, how to make space for self, for quiet and calm in a busy world. A collection of seashells spark essays about how life changes through coupledom, motherhood, empty-nesting - but how that need for moments of quietness remains. It's a timeless need, and beautifully written. This edition is a physical delight, too.""]";With meditations on youth and age, love and marriage, peace, solitude, and contentment during a brief vacation by the sea, here is Anne Morrow Lindbergh's inimitable classic. Drawing inspiration from the the shells on the shore, Lindbergh's musings on the shape of a woman's life will bring new understanding to readers, male and family, at any stage of life. A mother of five and professional writer, she casts an unsentimental eye at the trappings of modern life that threaten to overwhelm us -- the timesaving gadgets that complicate our lives, the overcommitments that take us from our families -- and by recording
0460878263;Samuel Taylor Coelridge (Everyman Poetry Library);John Beer;1997;Everyman Paperback Classics;http://images.amazon.com/images/P/0460878263.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0460878263.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0460878263.01.LZZZZZZZ.jpg;₹140.00;4.0;1;[];
2070372294;"Le Coq De Bruygre (Folio Ser; No. 1229))";Tournier;1987;Distribooks Inc;http://images.amazon.com/images/P/2070372294.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/2070372294.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/2070372294.01.LZZZZZZZ.jpg;₹10,852.00;4.8;138;"[""Super bd d'Ariol"", 'superbe mon fils aime trop', 'Nickel pour les enfants et adolescents qui aiment les BD.']";
0380754843;Wayside School is Falling Down;Louis Sachar;1990;HarperTrophy;http://images.amazon.com/images/P/0380754843.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380754843.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380754843.01.LZZZZZZZ.jpg;₹982.00;4.9;2,946;"['Content is good..but paper quality is really bad. All pages are coming out of book. And looks like very cheap bluish brown paper quality.', 'Hilarious read for kids! My kid absolutely loved it.', ""It arrived on time but I didn't like the quality of the pages used here. I have read this book with better quality paper from a friend and expected it to be the same""]";"Bestselling and Newbery Medal-winning author Louis Sachar knows how to make readers laugh. And there are laughs galore in the classic Wayside School series!The first three books in the Wayside School series are available together in this collection, complete with hilarious stories, zany art, and a triple serving of absurdity.More than fifteen million readers have laughed at the stories of Sideways Stories from Wayside School; Wayside School Gets a Little Stranger; and Wayside School Is Falling Down. So what are you waiting for? Come visit Wayside School! Kids 7 to 13 will zoom through these chapter books—laughing their way through the"
0472113658;Where No Gods Came (Michigan Literary Fiction Awards);Sheila O'Connor;2003;UMP;http://images.amazon.com/images/P/0472113658.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0472113658.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0472113658.01.LZZZZZZZ.jpg;₹2,782.00;5.0;2;[];In a compelling novel about the difficulties of assimilation, the author of Tokens of Grace traces the life of a young girl caught in a web of lies designed to protect her. Winner of the 2003 Michigan Literary Fiction Award. (General Fiction)  Read more
0451526503;Adventures of Huckleberry Finn (Signet Classics (Paperback));Mark Twain;1997;Signet Book;http://images.amazon.com/images/P/0451526503.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451526503.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451526503.01.LZZZZZZZ.jpg;₹118.80;4.5;210;['The quality of the book was superb and I did not expect this. The cover of the book was so good and the font seemed engraved. I am happy with the condition and price at which I got.', 'This paperback is very premium looking, cover photo is very good, page quality and printing is also perfect, price is very low compared to its quality. Very happy.', 'I ordered it after reading the reviews which were not really good but then I ordered it anyway. The book was in good shape when it arrived.'];In the adventures of Huckleberry Finn, a sequel to the adventures of Tom Sawyer, Huck escapes from the clutches of his abusive drunk father ‘pap’, and the ‘sivilizing’ guardian widow Douglas. After faking his own death in pursuit of freedom, during one of his travels, Huck, encounters Jim, a runaway slave. Together, they embark on an exciting journey along the Mississippi river, meeting different people and participating in their unusual lives. With time, Huck finds himself in a moral dilemma over societal values and his own friendship with Jim. First published in 1884, The book was an indictment of racism,
